D:\pingbring\95\rgb\rgb_1730811832.jpg,,D:\pingbring\95\sds\depth_1730811833.npy,1175
D:\pingbring\95\rgb\rgb_1730811835.jpg,,D:\pingbring\95\sds\depth_1730811836.npy,1175
D:\pingbring\95\rgb\rgb_1730811838.jpg,,D:\pingbring\95\sds\depth_1730811839.npy,1175
D:\pingbring\95\rgb\rgb_1730811841.jpg,,D:\pingbring\95\sds\depth_1730811843.npy,1175
D:\pingbring\95\rgb\rgb_1730811845.jpg,,D:\pingbring\95\sds\depth_1730811846.npy,1175
D:\pingbring\95\rgb\rgb_1730811848.jpg,,D:\pingbring\95\sds\depth_1730811849.npy,1175
D:\pingbring\95\rgb\rgb_1730811851.jpg,,D:\pingbring\95\sds\depth_1730811853.npy,1175
D:\pingbring\95\rgb\rgb_1730811855.jpg,,D:\pingbring\95\sds\depth_1730811856.npy,1175
D:\pingbring\95\rgb\rgb_1730811858.jpg,,D:\pingbring\95\sds\depth_1730811859.npy,1175
D:\pingbring\95\rgb\rgb_1730811861.jpg,,D:\pingbring\95\sds\depth_1730811863.npy,1175
D:\pingbring\95\rgb\rgb_1730811865.jpg,,D:\pingbring\95\sds\depth_1730811866.npy,1175
D:\pingbring\95\rgb\rgb_1730811868.jpg,,D:\pingbring\95\sds\depth_1730811869.npy,1175
D:\pingbring\95\rgb\rgb_1730811871.jpg,,D:\pingbring\95\sds\depth_1730811873.npy,1175
D:\pingbring\95\rgb\rgb_1730811875.jpg,,D:\pingbring\95\sds\depth_1730811876.npy,1175
D:\pingbring\95\rgb\rgb_1730811878.jpg,,D:\pingbring\95\sds\depth_1730811879.npy,1175
D:\pingbring\95\rgb\rgb_1730811881.jpg,,D:\pingbring\95\sds\depth_1730811883.npy,1175
D:\pingbring\95\rgb\rgb_1730811885.jpg,,D:\pingbring\95\sds\depth_1730811886.npy,1175
D:\pingbring\95\rgb\rgb_1730811888.jpg,,D:\pingbring\95\sds\depth_1730811889.npy,1175
D:\pingbring\95\rgb\rgb_1730811891.jpg,,D:\pingbring\95\sds\depth_1730811893.npy,1175
D:\pingbring\95\rgb\rgb_1730811895.jpg,,D:\pingbring\95\sds\depth_1730811896.npy,1175
