D:\pingbring\110\rgb\rgb_1730813255.jpg,,D:\pingbring\110\sds\depth_1730813256.npy,1175
D:\pingbring\110\rgb\rgb_1730813258.jpg,,D:\pingbring\110\sds\depth_1730813259.npy,1175
D:\pingbring\110\rgb\rgb_1730813261.jpg,,D:\pingbring\110\sds\depth_1730813262.npy,1175
D:\pingbring\110\rgb\rgb_1730813265.jpg,,D:\pingbring\110\sds\depth_1730813266.npy,1175
D:\pingbring\110\rgb\rgb_1730813268.jpg,,D:\pingbring\110\sds\depth_1730813269.npy,1175
D:\pingbring\110\rgb\rgb_1730813271.jpg,,D:\pingbring\110\sds\depth_1730813272.npy,1175
D:\pingbring\110\rgb\rgb_1730813274.jpg,,D:\pingbring\110\sds\depth_1730813276.npy,1175
D:\pingbring\110\rgb\rgb_1730813278.jpg,,D:\pingbring\110\sds\depth_1730813279.npy,1175
D:\pingbring\110\rgb\rgb_1730813281.jpg,,D:\pingbring\110\sds\depth_1730813282.npy,1175
D:\pingbring\110\rgb\rgb_1730813284.jpg,,D:\pingbring\110\sds\depth_1730813285.npy,1175
D:\pingbring\110\rgb\rgb_1730813287.jpg,,D:\pingbring\110\sds\depth_1730813288.npy,1175
D:\pingbring\110\rgb\rgb_1730813290.jpg,,D:\pingbring\110\sds\depth_1730813292.npy,1175
D:\pingbring\110\rgb\rgb_1730813294.jpg,,D:\pingbring\110\sds\depth_1730813295.npy,1175
D:\pingbring\110\rgb\rgb_1730813297.jpg,,D:\pingbring\110\sds\depth_1730813298.npy,1175
D:\pingbring\110\rgb\rgb_1730813301.jpg,,D:\pingbring\110\sds\depth_1730813302.npy,1175
D:\pingbring\110\rgb\rgb_1730813304.jpg,,D:\pingbring\110\sds\depth_1730813305.npy,1175
D:\pingbring\110\rgb\rgb_1730813307.jpg,,D:\pingbring\110\sds\depth_1730813308.npy,1175
D:\pingbring\110\rgb\rgb_1730813310.jpg,,D:\pingbring\110\sds\depth_1730813312.npy,1175
D:\pingbring\110\rgb\rgb_1730813314.jpg,,D:\pingbring\110\sds\depth_1730813315.npy,1175
D:\pingbring\110\rgb\rgb_1730813317.jpg,,D:\pingbring\110\sds\depth_1730813318.npy,1175
