/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/55_70.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/55_70.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_55_70.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/55_99.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/55_99.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_55_99.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/55_105.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/55_105.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_55_105.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/56_10.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/56_10.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_56_10.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/56_59.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/56_59.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_56_59.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/56_80.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/56_80.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_56_80.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/56_81.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/56_81.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_56_81.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/56_85.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/56_85.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_56_85.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/57_12.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/57_12.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_57_12.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/57_28.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/57_28.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_57_28.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/57_30.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/57_30.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_57_30.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/57_39.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/57_39.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_57_39.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/57_112.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/57_112.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_57_112.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/58_6.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/58_6.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_58_6.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/58_20.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/58_20.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_58_20.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/58_27.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/58_27.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_58_27.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/58_28.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/58_28.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_58_28.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/58_59.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/58_59.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_58_59.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/59_21.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/59_21.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_59_21.npy,1175
/root/autodl-tmp/UWAmodel_2/datasets/data_splits_original/train/59_53.tiff,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_depth/train/59_53.tif,/root/autodl-tmp/UWAmodel_2/datasets/data_splits_sds_train/sparse_59_53.npy,1175
