D:\pingbring\85\rgb\rgb_1730808245.jpg,,D:\pingbring\85\sds\depth_1730808247.npy,1175
D:\pingbring\85\rgb\rgb_1730808249.jpg,,D:\pingbring\85\sds\depth_1730808250.npy,1175
D:\pingbring\85\rgb\rgb_1730808252.jpg,,D:\pingbring\85\sds\depth_1730808253.npy,1175
D:\pingbring\85\rgb\rgb_1730808255.jpg,,D:\pingbring\85\sds\depth_1730808256.npy,1175
D:\pingbring\85\rgb\rgb_1730808258.jpg,,D:\pingbring\85\sds\depth_1730808259.npy,1175
D:\pingbring\85\rgb\rgb_1730808262.jpg,,D:\pingbring\85\sds\depth_1730808263.npy,1175
D:\pingbring\85\rgb\rgb_1730808265.jpg,,D:\pingbring\85\sds\depth_1730808266.npy,1175
D:\pingbring\85\rgb\rgb_1730808268.jpg,,D:\pingbring\85\sds\depth_1730808270.npy,1175
D:\pingbring\85\rgb\rgb_1730808272.jpg,,D:\pingbring\85\sds\depth_1730808273.npy,1175
D:\pingbring\85\rgb\rgb_1730808275.jpg,,D:\pingbring\85\sds\depth_1730808276.npy,1175
D:\pingbring\85\rgb\rgb_1730808278.jpg,,D:\pingbring\85\sds\depth_1730808279.npy,1175
D:\pingbring\85\rgb\rgb_1730808281.jpg,,D:\pingbring\85\sds\depth_1730808283.npy,1175
D:\pingbring\85\rgb\rgb_1730808285.jpg,,D:\pingbring\85\sds\depth_1730808286.npy,1175
D:\pingbring\85\rgb\rgb_1730808288.jpg,,D:\pingbring\85\sds\depth_1730808289.npy,1175
D:\pingbring\85\rgb\rgb_1730808291.jpg,,D:\pingbring\85\sds\depth_1730808293.npy,1175
D:\pingbring\85\rgb\rgb_1730808295.jpg,,D:\pingbring\85\sds\depth_1730808296.npy,1175
D:\pingbring\85\rgb\rgb_1730808298.jpg,,D:\pingbring\85\sds\depth_1730808299.npy,1175
D:\pingbring\85\rgb\rgb_1730808301.jpg,,D:\pingbring\85\sds\depth_1730808302.npy,1175
D:\pingbring\85\rgb\rgb_1730808304.jpg,,D:\pingbring\85\sds\depth_1730808306.npy,1175
D:\pingbring\85\rgb\rgb_1730808308.jpg,,D:\pingbring\85\sds\depth_1730808309.npy,1175
