D:\pingbring\100\rgb\rgb_1730812013.jpg,,D:\pingbring\100\sds\depth_1730812015.npy,1175
D:\pingbring\100\rgb\rgb_1730812017.jpg,,D:\pingbring\100\sds\depth_1730812018.npy,1175
D:\pingbring\100\rgb\rgb_1730812020.jpg,,D:\pingbring\100\sds\depth_1730812021.npy,1175
D:\pingbring\100\rgb\rgb_1730812024.jpg,,D:\pingbring\100\sds\depth_1730812025.npy,1175
D:\pingbring\100\rgb\rgb_1730812027.jpg,,D:\pingbring\100\sds\depth_1730812028.npy,1175
D:\pingbring\100\rgb\rgb_1730812030.jpg,,D:\pingbring\100\sds\depth_1730812031.npy,1175
D:\pingbring\100\rgb\rgb_1730812033.jpg,,D:\pingbring\100\sds\depth_1730812035.npy,1175
D:\pingbring\100\rgb\rgb_1730812037.jpg,,D:\pingbring\100\sds\depth_1730812038.npy,1175
D:\pingbring\100\rgb\rgb_1730812040.jpg,,D:\pingbring\100\sds\depth_1730812041.npy,1175
D:\pingbring\100\rgb\rgb_1730812043.jpg,,D:\pingbring\100\sds\depth_1730812045.npy,1175
D:\pingbring\100\rgb\rgb_1730812047.jpg,,D:\pingbring\100\sds\depth_1730812048.npy,1175
D:\pingbring\100\rgb\rgb_1730812050.jpg,,D:\pingbring\100\sds\depth_1730812051.npy,1175
D:\pingbring\100\rgb\rgb_1730812053.jpg,,D:\pingbring\100\sds\depth_1730812054.npy,1175
D:\pingbring\100\rgb\rgb_1730812056.jpg,,D:\pingbring\100\sds\depth_1730812058.npy,1175
D:\pingbring\100\rgb\rgb_1730812060.jpg,,D:\pingbring\100\sds\depth_1730812061.npy,1175
D:\pingbring\100\rgb\rgb_1730812063.jpg,,D:\pingbring\100\sds\depth_1730812064.npy,1175
D:\pingbring\100\rgb\rgb_1730812066.jpg,,D:\pingbring\100\sds\depth_1730812068.npy,1175
D:\pingbring\100\rgb\rgb_1730812070.jpg,,D:\pingbring\100\sds\depth_1730812071.npy,1175
D:\pingbring\100\rgb\rgb_1730812073.jpg,,D:\pingbring\100\sds\depth_1730812074.npy,1175
D:\pingbring\100\rgb\rgb_1730812076.jpg,,D:\pingbring\100\sds\depth_1730812078.npy,1175
