/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-1/16233051861828957-1.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-1/16233051861828957_SeaErra_abs_depth-1.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-1/16233051862684293-1.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-1/16233051862684293_SeaErra_abs_depth-1.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-1/16233051863636143-1.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-1/16233051863636143_SeaErra_abs_depth-1.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-1/16233051864656413-1.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-1/16233051864656413_SeaErra_abs_depth-1.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-10/16233051897667487-10.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-10/16233051897667487_SeaErra_abs_depth-10.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-10/16233051898685093-10.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-10/16233051898685093_SeaErra_abs_depth-10.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-10/16233051899598584-10.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-10/16233051899598584_SeaErra_abs_depth-10.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-10/16233051900700600-10.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-10/16233051900700600_SeaErra_abs_depth-10.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-100/16233052258722367-100.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-100/16233052258722367_SeaErra_abs_depth-100.tif,1175
/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/imgs-flatiron-100/16233052259625766-100.tiff,/root/autodl-tmp/ZoeDepth-main/datasets/flsea/canyons1/depth-flatiron-100/16233052259625766_SeaErra_abs_depth-100.tif,1175
