D:\pingbring\115\rgb\rgb_1730813636.jpg,,D:\pingbring\115\sds\depth_1730813638.npy,1175
D:\pingbring\115\rgb\rgb_1730813640.jpg,,D:\pingbring\115\sds\depth_1730813641.npy,1175
D:\pingbring\115\rgb\rgb_1730813643.jpg,,D:\pingbring\115\sds\depth_1730813644.npy,1175
D:\pingbring\115\rgb\rgb_1730813646.jpg,,D:\pingbring\115\sds\depth_1730813648.npy,1175
D:\pingbring\115\rgb\rgb_1730813650.jpg,,D:\pingbring\115\sds\depth_1730813651.npy,1175
D:\pingbring\115\rgb\rgb_1730813653.jpg,,D:\pingbring\115\sds\depth_1730813654.npy,1175
D:\pingbring\115\rgb\rgb_1730813656.jpg,,D:\pingbring\115\sds\depth_1730813657.npy,1175
D:\pingbring\115\rgb\rgb_1730813659.jpg,,D:\pingbring\115\sds\depth_1730813661.npy,1175
D:\pingbring\115\rgb\rgb_1730813663.jpg,,D:\pingbring\115\sds\depth_1730813664.npy,1175
D:\pingbring\115\rgb\rgb_1730813666.jpg,,D:\pingbring\115\sds\depth_1730813668.npy,1175
D:\pingbring\115\rgb\rgb_1730813670.jpg,,D:\pingbring\115\sds\depth_1730813671.npy,1175
D:\pingbring\115\rgb\rgb_1730813673.jpg,,D:\pingbring\115\sds\depth_1730813674.npy,1175
D:\pingbring\115\rgb\rgb_1730813676.jpg,,D:\pingbring\115\sds\depth_1730813678.npy,1175
D:\pingbring\115\rgb\rgb_1730813680.jpg,,D:\pingbring\115\sds\depth_1730813681.npy,1175
D:\pingbring\115\rgb\rgb_1730813683.jpg,,D:\pingbring\115\sds\depth_1730813684.npy,1175
D:\pingbring\115\rgb\rgb_1730813686.jpg,,D:\pingbring\115\sds\depth_1730813687.npy,1175
D:\pingbring\115\rgb\rgb_1730813689.jpg,,D:\pingbring\115\sds\depth_1730813691.npy,1175
D:\pingbring\115\rgb\rgb_1730813693.jpg,,D:\pingbring\115\sds\depth_1730813694.npy,1175
D:\pingbring\115\rgb\rgb_1730813696.jpg,,D:\pingbring\115\sds\depth_1730813697.npy,1175
D:\pingbring\115\rgb\rgb_1730813700.jpg,,D:\pingbring\115\sds\depth_1730813701.npy,1175
