D:\pingbring\105\rgb\rgb_1730812219.jpg,,D:\pingbring\105\sds\depth_1730812220.npy,1175
D:\pingbring\105\rgb\rgb_1730812222.jpg,,D:\pingbring\105\sds\depth_1730812223.npy,1175
D:\pingbring\105\rgb\rgb_1730812225.jpg,,D:\pingbring\105\sds\depth_1730812227.npy,1175
D:\pingbring\105\rgb\rgb_1730812229.jpg,,D:\pingbring\105\sds\depth_1730812230.npy,1175
D:\pingbring\105\rgb\rgb_1730812232.jpg,,D:\pingbring\105\sds\depth_1730812233.npy,1175
D:\pingbring\105\rgb\rgb_1730812235.jpg,,D:\pingbring\105\sds\depth_1730812236.npy,1175
D:\pingbring\105\rgb\rgb_1730812238.jpg,,D:\pingbring\105\sds\depth_1730812240.npy,1175
D:\pingbring\105\rgb\rgb_1730812242.jpg,,D:\pingbring\105\sds\depth_1730812243.npy,1175
D:\pingbring\105\rgb\rgb_1730812245.jpg,,D:\pingbring\105\sds\depth_1730812246.npy,1175
D:\pingbring\105\rgb\rgb_1730812248.jpg,,D:\pingbring\105\sds\depth_1730812250.npy,1175
D:\pingbring\105\rgb\rgb_1730812252.jpg,,D:\pingbring\105\sds\depth_1730812253.npy,1175
D:\pingbring\105\rgb\rgb_1730812255.jpg,,D:\pingbring\105\sds\depth_1730812256.npy,1175
D:\pingbring\105\rgb\rgb_1730812258.jpg,,D:\pingbring\105\sds\depth_1730812260.npy,1175
D:\pingbring\105\rgb\rgb_1730812262.jpg,,D:\pingbring\105\sds\depth_1730812263.npy,1175
D:\pingbring\105\rgb\rgb_1730812265.jpg,,D:\pingbring\105\sds\depth_1730812266.npy,1175
D:\pingbring\105\rgb\rgb_1730812268.jpg,,D:\pingbring\105\sds\depth_1730812269.npy,1175
D:\pingbring\105\rgb\rgb_1730812272.jpg,,D:\pingbring\105\sds\depth_1730812273.npy,1175
D:\pingbring\105\rgb\rgb_1730812275.jpg,,D:\pingbring\105\sds\depth_1730812276.npy,1175
D:\pingbring\105\rgb\rgb_1730812278.jpg,,D:\pingbring\105\sds\depth_1730812279.npy,1175
D:\pingbring\105\rgb\rgb_1730812282.jpg,,D:\pingbring\105\sds\depth_1730812283.npy,1175
